4,112,15,63,91,132,62,94,146,159,19,70,134,178,50,115,78,216,15,63,156,190,87,55,172,123,12,56,110,169,55,173,58
4,118,40,101,127,86,54,110,155,144,9,50,102,167,53,97,52,234,32,90,226,195,80,133,197,100,12,55,88,150,60,169,51
4,105,48,111,120,85,44,126,149,150,12,56,124,167,85,146,62,222,37,98,206,192,64,136,187,102,6,39,57,164,41,153,36
4,116,53,117,102,82,40,49,157,141,16,64,126,147,73,114,58,233,40,101,201,193,63,76,198,98,7,43,66,159,52,170,39
4,112,56,119,147,53,64,116,155,154,19,70,175,161,124,151,73,224,42,103,221,177,81,107,191,99,7,42,61,159,45,151,39
4,124,20,73,113,142,73,157,155,137,11,54,115,159,83,117,48,236,14,60,194,198,138,118,193,83,20,72,158,126,159,231,69
4,130,4,32,61,239,4,86,51,98,1,17,13,169,4,97,9,248,4,32,145,246,7,111,67,112,7,44,45,179,3,142,16
4,110,60,124,171,47,95,153,155,148,14,60,179,185,250,245,61,226,45,107,255,184,107,134,193,89,11,53,82,155,57,186,50
4,116,55,119,119,62,42,82,157,153,13,59,127,170,71,141,66,229,43,105,213,187,68,101,196,99,7,44,85,162,83,187,40
4,124,58,122,159,121,62,162,162,152,15,63,154,175,95,146,67,233,46,109,253,201,77,165,201,94,14,61,126,150,107,202,56
4,112,86,148,174,75,59,148,161,150,22,75,178,167,143,206,72,223,59,122,252,189,68,141,195,97,18,67,126,150,86,206,62
4,110,27,83,111,116,57,113,148,148,14,60,121,165,64,95,62,225,23,77,187,191,86,107,185,94,6,41,56,160,47,169,37
4,107,0,14,48,237,8,102,66,118,2,26,40,171,16,91,8,234,0,11,121,248,10,122,88,82,1,18,22,176,20,158,11
4,110,51,114,172,63,116,180,153,148,13,58,174,187,255,255,60,227,36,96,253,186,122,148,191,88,10,50,81,139,91,184,47
4,116,59,122,122,46,47,73,158,153,18,67,158,164,104,170,70,227,41,102,199,183,72,95,193,84,14,61,91,147,64,180,58
4,115,68,132,177,58,80,169,159,161,24,79,193,180,131,206,84,224,43,105,242,185,82,151,191,89,9,50,92,152,89,187,46
4,111,74,137,160,35,58,110,158,151,24,79,184,160,110,157,75,224,53,117,226,173,75,119,194,99,7,44,82,160,72,176,40
4,114,51,114,140,42,71,152,155,159,21,74,160,169,79,156,79,221,38,99,235,178,99,146,187,98,10,52,101,156,112,217,48
4,114,1,22,66,231,67,171,111,139,9,49,93,179,38,128,36,234,1,21,142,237,81,116,144,80,0,14,19,171,41,158,17
4,119,55,119,139,19,70,84,159,154,12,57,146,185,101,169,66,232,40,102,237,174,102,97,198,87,8,47,64,150,54,168,44
