6,128,80,142,147,0,90,81,158,161,64,128,243,110,85,135,127,162,217,235,255,80,68,98,219,127,133,184,206,81,72,149,161
6,145,112,169,178,0,111,59,178,122,105,163,228,39,77,118,159,186,170,208,255,121,55,119,220,133,153,197,218,67,63,143,173
6,152,159,201,186,0,84,84,193,105,145,192,246,21,80,116,189,216,140,189,255,157,61,109,233,123,67,130,167,45,121,83,111
6,111,128,180,197,0,82,119,160,83,86,148,237,23,99,125,155,164,173,210,255,86,72,117,207,143,103,162,186,57,81,98,145
6,152,143,191,219,0,88,71,189,89,96,156,255,0,118,152,160,207,187,218,255,87,79,64,239,114,120,175,182,35,75,93,154
6,44,243,248,189,0,48,132,152,147,153,198,255,16,76,95,191,108,162,203,255,137,66,216,170,133,78,141,178,63,109,133,122
6,182,115,171,224,114,73,123,202,66,135,185,247,0,86,127,197,183,186,217,255,92,80,78,223,132,155,198,234,66,96,163,175
6,203,107,165,216,101,85,96,214,69,149,195,249,0,82,130,203,206,157,200,255,55,116,39,230,135,182,215,248,46,92,158,191
6,140,149,194,208,0,76,93,183,109,172,209,254,0,76,120,205,144,168,207,255,53,79,109,193,129,129,181,245,83,109,190,158
6,70,214,233,207,0,63,136,159,108,138,187,252,0,98,96,184,137,155,198,255,65,78,147,184,117,92,153,218,70,124,156,133
6,81,230,242,219,0,59,125,169,100,128,180,255,0,107,105,179,144,189,219,255,54,67,148,200,129,110,167,218,82,117,185,146
6,162,103,162,209,0,110,76,186,89,135,186,253,0,90,135,187,183,164,204,255,68,109,46,217,123,110,167,170,92,61,139,145
6,173,131,183,224,0,89,103,200,69,147,193,255,0,92,133,202,180,177,212,255,68,85,79,218,126,139,188,239,64,89,164,165
6,204,120,174,206,0,83,94,217,80,165,205,255,0,75,117,209,219,142,190,255,97,81,81,235,128,148,194,225,58,74,138,170
6,189,136,186,207,0,78,98,211,47,124,177,255,0,111,157,200,203,182,215,255,85,82,64,235,115,144,191,166,46,70,84,169
6,80,225,239,216,0,58,147,167,78,69,133,95,0,92,18,144,117,219,236,255,35,65,149,195,95,246,250,230,24,80,103,230
6,99,194,222,204,0,61,114,170,96,120,175,248,0,96,114,175,167,168,207,255,101,58,125,208,130,97,157,193,57,115,137,136
6,138,124,178,203,0,84,98,176,99,123,177,254,0,96,126,176,184,151,196,254,81,75,94,213,125,106,164,234,79,119,183,142
6,107,244,249,206,0,57,112,187,92,161,203,251,8,84,114,202,176,148,194,255,157,58,138,207,115,97,157,180,86,76,148,137
6,126,202,227,216,0,68,107,188,95,181,215,248,0,74,109,213,158,167,206,255,108,59,148,202,127,77,140,183,76,85,128,120
