4,38,98,158,150,40,95,168
4,88,98,158,199,78,112,186
4,91,97,157,170,68,96,162
4,60,116,172,234,64,140,213
4,60,108,166,191,50,114,177
4,65,108,165,225,55,115,174
4,75,96,156,179,33,105,146
4,110,98,158,175,61,99,170
4,58,77,140,136,60,100,180
4,73,116,172,193,46,99,169
4,82,63,126,137,130,23,135
4,67,82,144,166,57,112,152
4,103,118,173,196,37,105,152
4,34,86,148,153,50,93,155
4,87,100,160,162,43,80,128
4,11,50,113,109,54,95,114
4,82,93,154,141,47,77,107
4,114,94,154,188,49,106,111
4,67,72,135,140,77,88,147
4,72,103,162,151,50,78,128
