5,83,70,94,132,200,89,129,90,58,69,108,81,141,20,129,42,237,103,146,245,163,28,122,226,78,53,88,137,91,141,128,59
5,106,62,85,98,160,79,100,104,52,112,150,65,79,57,59,54,228,114,156,229,104,49,80,219,74,108,146,97,4,65,5,96
5,255,136,160,108,70,39,34,255,44,107,146,60,88,33,79,50,243,160,193,229,64,44,54,239,82,255,255,114,0,18,2,155
5,117,102,128,111,194,40,87,133,57,35,66,51,143,20,113,28,247,116,158,218,214,5,108,237,120,88,126,188,122,113,144,68
5,36,55,77,54,190,45,107,46,43,12,26,25,145,23,101,10,240,82,127,220,230,15,126,226,136,36,65,126,160,51,118,41
5,117,43,62,118,193,119,134,102,36,58,95,37,127,13,93,32,243,57,100,186,225,11,100,225,126,124,159,200,98,79,120,91
5,38,71,96,31,139,21,64,56,29,33,62,20,123,14,94,22,239,95,140,205,200,9,112,227,102,42,73,106,94,51,45,34
5,164,115,140,145,184,58,90,175,39,48,83,82,138,42,140,28,251,133,173,230,179,13,93,242,116,129,164,183,128,65,138,90
5,155,92,118,100,124,68,44,157,20,89,128,90,65,69,121,46,243,109,152,235,166,27,96,233,87,131,166,143,61,39,69,98
5,126,92,118,141,93,89,83,134,27,69,107,27,97,29,65,37,241,95,140,254,167,43,118,228,77,128,163,139,30,72,71,104
5,61,55,77,44,195,15,64,65,36,45,79,42,130,17,104,27,243,82,126,206,220,4,108,229,118,42,73,90,142,17,72,33
5,63,100,125,94,106,40,72,91,34,8,19,16,129,42,93,6,243,124,165,229,179,9,111,234,102,65,101,111,97,39,58,51
5,36,123,148,156,114,66,107,83,23,20,43,12,117,28,94,17,236,139,177,239,179,9,120,230,98,73,110,176,120,169,185,58
5,102,137,161,56,0,41,6,140,21,118,156,87,78,34,113,55,237,159,192,215,111,14,83,234,109,81,119,124,52,67,57,62
5,27,152,174,173,72,94,116,92,42,75,114,107,111,61,129,39,235,159,192,252,145,22,113,232,97,41,71,127,121,152,180,35
5,55,113,139,91,158,35,77,92,31,21,43,51,120,64,119,15,246,140,178,237,204,10,113,239,113,20,41,101,157,55,109,12
5,70,128,153,115,141,33,82,111,13,21,43,12,115,29,99,22,242,161,194,243,187,8,114,238,100,47,79,119,122,59,99,38
5,92,142,166,130,165,46,107,134,6,35,66,23,87,43,85,34,247,151,186,236,218,13,128,241,109,51,84,163,142,181,207,39
5,77,105,130,129,124,79,126,104,0,46,81,10,74,43,72,42,234,155,190,246,124,26,113,230,117,69,106,139,148,41,112,54
5,63,103,129,78,51,44,73,92,0,59,95,42,77,39,99,47,240,127,167,227,138,20,119,232,118,25,48,136,160,158,170,18
