5,88,39,98,120,123,58,120,139,146,52,106,223,199,82,202,104,222,25,74,246,203,103,155,187,99,34,81,117,213,84,179,92
5,93,41,101,174,113,85,138,143,150,51,104,253,205,99,198,105,226,27,77,255,207,91,151,191,101,41,90,117,211,80,181,100
5,106,46,107,184,144,74,123,151,161,54,108,248,210,81,208,117,230,31,84,227,203,65,129,197,91,48,99,126,202,73,178,110
5,91,39,98,139,135,67,126,141,158,57,111,246,143,98,166,117,212,21,67,249,210,105,161,175,119,50,101,121,187,63,168,108
5,100,48,109,167,145,75,156,149,141,59,113,247,204,97,222,106,231,29,80,227,211,69,146,196,98,66,120,116,145,63,153,127
5,99,46,107,153,118,59,115,147,143,57,112,228,206,79,211,106,231,31,84,253,211,76,146,198,100,48,99,151,152,85,149,108
5,99,52,113,171,94,64,134,149,150,53,107,242,207,95,217,107,225,32,85,251,207,75,155,194,115,73,127,148,184,70,176,132
5,106,47,107,172,129,73,134,151,155,63,118,252,192,80,188,120,227,29,80,255,219,91,175,193,107,56,108,128,193,61,161,116
5,93,45,105,162,148,74,149,143,161,55,109,255,186,101,187,117,211,31,83,246,209,96,172,181,102,47,98,124,191,67,162,107
5,91,56,118,191,123,77,144,146,156,51,104,255,215,97,215,110,220,35,89,250,203,74,155,192,99,48,99,140,178,76,156,109
5,96,47,107,177,137,84,163,145,150,47,99,254,207,104,210,101,229,31,84,254,211,88,171,197,102,54,106,118,185,69,170,115
5,106,31,88,160,155,81,137,147,165,46,98,242,209,108,219,113,229,18,62,157,210,67,99,188,98,59,112,130,165,57,153,121
5,73,36,94,150,151,112,197,130,149,47,100,253,213,137,233,101,208,21,67,247,212,126,180,172,89,26,68,91,215,80,180,82
5,88,38,96,168,147,107,187,139,158,40,91,255,213,127,198,102,223,26,75,248,216,105,186,187,100,35,82,96,201,51,147,92
5,78,29,84,147,156,105,175,131,152,36,85,249,220,132,204,93,216,19,63,211,218,94,155,177,88,36,83,121,176,68,150,97
5,76,25,78,122,125,114,181,128,161,32,80,244,208,133,196,98,213,15,56,224,222,133,209,172,91,24,65,95,217,84,183,79
5,44,50,111,115,0,82,57,118,149,38,87,205,213,77,193,93,171,43,100,254,180,76,118,158,106,20,58,73,219,46,147,70
5,106,40,99,155,157,77,143,149,166,50,103,238,207,67,158,118,223,31,84,223,213,80,165,191,102,53,106,121,167,66,159,114
5,82,35,93,138,148,69,129,135,144,39,90,237,212,97,207,90,221,26,75,241,210,84,150,186,101,44,94,100,201,53,159,103
5,105,40,100,153,125,80,139,149,161,46,99,246,228,98,210,111,238,23,71,243,214,96,159,199,107,42,91,137,198,81,171,100
