6,122,108,166,202,52,22,83,172,89,56,119,121,11,95,70,103,163,161,202,255,102,42,126,221,89,119,173,186,102,38,102,125
6,124,187,219,207,20,17,75,192,55,100,159,103,5,51,60,159,176,145,192,255,140,39,134,223,62,103,162,166,88,54,122,114
6,156,200,225,214,30,17,72,211,33,148,194,93,0,34,84,203,174,137,186,255,142,40,126,218,57,119,174,165,65,49,105,123
6,96,201,226,221,8,23,96,182,47,123,176,78,0,47,63,179,144,131,183,255,150,47,154,198,55,68,131,146,100,58,113,93
6,134,203,228,212,21,17,75,201,40,141,190,85,0,36,75,194,160,134,184,255,143,40,138,209,63,119,173,181,36,69,101,122
6,91,160,202,211,14,22,86,170,46,114,170,97,0,42,70,175,121,113,169,253,140,56,160,176,58,91,152,171,101,63,132,107
6,150,255,255,215,23,13,69,220,33,172,209,72,0,28,78,214,176,153,197,255,148,34,134,226,64,103,162,168,105,57,135,113
6,164,235,245,241,17,16,74,223,26,154,197,73,0,32,81,213,163,173,210,255,137,35,136,226,51,136,186,144,31,48,76,132
6,80,173,210,213,23,24,99,167,63,119,174,84,0,51,54,164,121,121,176,255,138,56,166,180,56,96,156,172,84,65,120,110
6,134,223,238,224,48,19,85,206,40,143,191,72,0,37,69,195,159,154,198,255,137,40,136,216,45,106,164,161,58,60,104,119
6,123,193,222,207,7,19,83,193,37,119,174,63,0,41,63,186,144,148,194,254,138,43,148,205,64,102,160,169,95,53,123,112
6,183,246,250,246,43,14,67,234,18,174,210,82,0,26,92,229,183,163,204,255,135,35,126,234,44,121,175,159,37,52,72,127
6,107,179,214,207,31,20,89,182,48,116,172,76,0,42,64,175,126,136,186,246,140,47,155,190,49,127,179,145,26,54,84,128
6,126,170,208,220,37,24,94,190,58,121,175,78,0,49,54,169,142,155,199,255,119,47,147,207,39,125,178,177,30,57,78,130
6,133,218,235,216,15,17,80,204,42,148,194,72,0,36,67,196,149,170,208,255,140,37,146,217,56,86,148,149,90,51,109,105
6,68,145,192,210,18,27,96,154,61,104,162,78,0,53,53,157,112,103,162,255,134,61,165,166,61,88,150,155,66,55,86,105
6,106,199,225,234,8,22,93,186,49,108,166,74,0,40,67,169,137,125,178,254,147,53,157,191,48,182,215,218,15,60,92,153
6,125,209,231,214,28,20,92,198,44,152,196,64,0,37,62,196,141,157,200,255,119,45,146,207,25,65,128,156,68,95,127,106
6,115,179,214,214,22,17,77,186,41,125,178,78,0,34,81,185,154,121,175,255,146,43,144,199,60,76,139,126,108,44,116,98
6,138,225,240,213,16,17,84,208,32,144,191,70,0,34,72,203,142,172,209,255,130,40,147,215,30,88,149,158,66,66,112,116
